externalId,name,category,brand,calories,protein,carbs,fat,fiber,sodium,baseQuantity,baseUnit,unitWeightG,portionWeightG,source,language,isActive,catalogOrigin,sourceFoodNumber
BR0001,Arroz branco tipo 1 cozido,Cereais e derivados,,128.3,2.5,28.1,0.2,1.6,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0002,Arroz integral cozido,Cereais e derivados,,123.5,2.6,25.8,1,2.7,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0003,Macarrão de trigo cozido,Cereais e derivados,,157,5.8,30.9,0.9,1.8,,100,g,,140,TACO/valor médio,pt-BR,true,curated-br,
BR0004,Pão francês,Cereais e derivados,,300,8,58.6,3.1,2.3,,100,g,50,50,TACO/valor médio,pt-BR,true,curated-br,
BR0005,Pão de forma tradicional,Cereais e derivados,,253,9.4,49.9,3.7,3.4,,100,g,25,50,TACO/valor médio,pt-BR,true,curated-br,
BR0006,Pão de forma integral,Cereais e derivados,,253,9.4,44.1,3.7,6.9,,100,g,25,50,TACO/valor médio,pt-BR,true,curated-br,
BR0007,Tapioca pronta sem recheio,Cereais e derivados,,240,0.2,58,0.1,0.2,,100,g,,70,Valor médio de preparação,pt-BR,true,curated-br,
BR0008,Cuscuz de milho cozido,Cereais e derivados,,113,2.2,25.3,0.7,2.1,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0009,Aveia em flocos crua,Cereais e derivados,,393.8,13.9,66.6,8.5,9.1,,100,g,,30,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0010,Granola tradicional,Cereais e derivados,,421,10,64,15,7,,100,g,,30,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0011,Farofa pronta temperada,Cereais e derivados,,406,2.1,80.3,9.1,7.8,,100,g,,30,TACO/valor médio,pt-BR,true,curated-br,
BR0012,Batata inglesa cozida,Tubérculos e derivados,,52,1.2,11.9,0,1.3,,100,g,130,100,TACO/valor médio,pt-BR,true,curated-br,
BR0013,Batata-doce cozida,Tubérculos e derivados,,77,0.6,18.4,0.1,2.2,,100,g,130,100,TACO/valor médio,pt-BR,true,curated-br,
BR0014,Mandioca cozida,Tubérculos e derivados,,125,0.6,30.1,0.3,1.6,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0015,Polenta cozida,Cereais e derivados,,103,2.3,23.3,0.3,2.4,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0016,Pão de queijo assado,Cereais e derivados,,363,5.1,34.2,24.6,0.6,,100,g,25,50,TACO/valor médio,pt-BR,true,curated-br,
BR0017,Biscoito maisena,Cereais e derivados,,442.8,8.1,75.2,12,2.1,,100,g,6,30,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0018,Biscoito cream cracker,Cereais e derivados,,431.7,10.1,68.7,14.4,2.5,,100,g,7,30,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0019,Bolo de chocolate pronto,Cereais e derivados,,410,6.2,54.7,18.5,1.4,,100,g,,60,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0020,Milho verde cozido,Cereais e derivados,,98,3.2,22.1,2.4,3.9,,100,g,100,100,TACO/valor médio,pt-BR,true,curated-br,
BR0021,Feijão carioca cozido,Leguminosas e derivados,,76.4,4.8,13.6,0.5,8.5,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0022,Feijão preto cozido,Leguminosas e derivados,,77,4.5,14,0.5,8.4,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0023,Feijão fradinho cozido,Leguminosas e derivados,,78,5.1,13.5,0.6,7.5,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0024,Lentilha cozida,Leguminosas e derivados,,93,6.3,16.3,0.5,7.9,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0025,Grão-de-bico cozido,Leguminosas e derivados,,164,8.9,27.4,2.6,7.6,,100,g,,100,Valor médio USDA/TACO,pt-BR,true,curated-br,
BR0026,Ervilha enlatada drenada,Leguminosas e derivados,,73.8,4.6,13.4,0.4,5.1,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0027,Soja cozida,Leguminosas e derivados,,151,12.5,11.9,6.8,5.2,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0028,Amendoim torrado sem sal,Leguminosas e derivados,,606,22.5,18.7,54,7.8,,100,g,1,30,TACO/valor médio,pt-BR,true,curated-br,
BR0029,Hummus,Leguminosas e derivados,,166,7.9,14.3,9.6,6,,100,g,,30,Valor médio de preparação,pt-BR,true,curated-br,
BR0030,Feijoada pronta,Preparações brasileiras,,117,8.7,11.6,4.8,5.1,,100,g,,250,Valor médio de preparação,pt-BR,true,curated-br,
BR0031,Peito de frango grelhado sem pele,Carnes e derivados,,159,32,0,2.5,0,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0032,Peito de frango cozido sem pele,Carnes e derivados,,163,31,0,3.6,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0033,Coxa de frango assada sem pele,Carnes e derivados,,215,28.5,0,10.9,0,,100,g,90,100,TACO/valor médio,pt-BR,true,curated-br,
BR0034,Sobrecoxa de frango assada sem pele,Carnes e derivados,,233,28,0,13,0,,100,g,100,100,Valor médio,pt-BR,true,curated-br,
BR0035,Frango inteiro assado sem pele,Carnes e derivados,,187.3,28,0,7.5,0,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0036,Filé de frango à milanesa,Carnes e derivados,,220.9,28.5,7.5,7.8,1.1,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0037,Patinho bovino grelhado,Carnes e derivados,,219,35.9,0,7.3,0,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0038,Carne moída bovina cozida,Carnes e derivados,,212,26.7,0,11.5,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0039,Acém bovino cozido,Carnes e derivados,,215,27.3,0,10.9,0,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0040,Coxão mole bovino cozido,Carnes e derivados,,219,32.4,0,9,0,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0041,Fígado bovino grelhado,Carnes e derivados,,225,29.9,0,9,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0042,Lombo suíno assado,Carnes e derivados,,210,35.7,0,6.4,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0043,Bisteca suína grelhada,Carnes e derivados,,276,29,0,17,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0044,Linguiça calabresa cozida,Carnes e derivados,,300,16,2,25,0,,100,g,80,80,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0045,Presunto cozido,Carnes e derivados,,129,13.5,2.9,6.7,0,,100,g,15,30,TACO/valor médio,pt-BR,true,curated-br,
BR0046,Peito de peru fatiado,Carnes e derivados,,104,17.5,3,2,0,,100,g,15,30,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0047,Filé de tilápia grelhado,Pescados e frutos do mar,,111,23,0,1.7,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0048,Sardinha em conserva em óleo,Pescados e frutos do mar,,285,15.9,0,24,0,,100,g,,84,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0049,Atum em conserva em água drenado,Pescados e frutos do mar,,116,25.5,0,0.8,0,,100,g,,120,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0050,Salmão grelhado,Pescados e frutos do mar,,206,22,0,12,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0051,Camarão cozido,Pescados e frutos do mar,,99,24,0.2,0.3,0,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0052,Ovo de galinha cozido,Ovos e derivados,,146,13.3,0.6,9.5,0,,100,g,50,50,TACO/valor médio,pt-BR,true,curated-br,
BR0053,Ovo de galinha frito,Ovos e derivados,,240,15.6,1.2,18.6,0,,100,g,50,50,TACO/valor médio,pt-BR,true,curated-br,
BR0054,Omelete com queijo,Ovos e derivados,,268,15.6,0.4,22,0,,100,g,,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0055,Clara de ovo cozida,Ovos e derivados,,59,13.4,0,0.1,0,,100,g,33,66,Valor médio,pt-BR,true,curated-br,
BR0056,Leite integral,Leite e derivados,,61,3.2,4.7,3.3,0,,100,ml,,200,Valor médio,pt-BR,true,curated-br,
BR0057,Leite semidesnatado,Leite e derivados,,46,3.2,4.8,1.6,0,,100,ml,,200,Valor médio,pt-BR,true,curated-br,
BR0058,Leite desnatado,Leite e derivados,,34,3.4,5,0.1,0,,100,ml,,200,Valor médio,pt-BR,true,curated-br,
BR0059,Iogurte natural integral,Leite e derivados,,61,3.5,4.7,3.3,0,,100,g,170,170,Valor médio,pt-BR,true,curated-br,
BR0060,Iogurte grego natural,Leite e derivados,,97,9,3.9,5,0,,100,g,100,100,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0061,Queijo cottage,Leite e derivados,,98,11.1,3.4,4.3,0,,100,g,,50,Valor médio,pt-BR,true,curated-br,
BR0062,Ricota fresca,Leite e derivados,,140,12.6,3.8,8.1,0,,100,g,,50,Valor médio,pt-BR,true,curated-br,
BR0063,Queijo minas frescal,Leite e derivados,,264,17.4,3.2,20.2,0,,100,g,30,30,TACO/valor médio,pt-BR,true,curated-br,
BR0064,Queijo muçarela,Leite e derivados,,330,22.6,3,25.2,0,,100,g,20,40,Valor médio,pt-BR,true,curated-br,
BR0065,Queijo prato,Leite e derivados,,360,22.7,1.9,29,0,,100,g,20,40,Valor médio,pt-BR,true,curated-br,
BR0066,Requeijão cremoso,Leite e derivados,,257,9.6,2.4,23.4,0,,100,g,,30,TACO/valor médio,pt-BR,true,curated-br,
BR0067,Manteiga com sal,Óleos e gorduras,,717,0.9,0.1,81.1,0,,100,g,10,10,Valor médio,pt-BR,true,curated-br,
BR0068,Abacate cru,Frutas e derivados,,96.2,1.2,6,8.4,6.3,,100,g,200,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0069,Abacaxi cru,Frutas e derivados,,48,0.9,12.3,0.1,1,,100,g,900,100,TACO/valor médio,pt-BR,true,curated-br,
BR0070,Banana-prata crua,Frutas e derivados,,98,1.3,26,0.1,2,,100,g,80,80,TACO/valor médio,pt-BR,true,curated-br,
BR0071,Banana-nanica crua,Frutas e derivados,,92,1.4,23.8,0.1,1.9,,100,g,90,90,TACO/valor médio,pt-BR,true,curated-br,
BR0072,Maçã Gala com casca,Frutas e derivados,,56,0.3,15.2,0,1.3,,100,g,130,130,TACO/valor médio,pt-BR,true,curated-br,
BR0073,Mamão Formosa cru,Frutas e derivados,,45,0.8,11.6,0.1,1.8,,100,g,500,150,TACO/valor médio,pt-BR,true,curated-br,
BR0074,Laranja-pera crua,Frutas e derivados,,37,1,8.9,0.1,0.8,,100,g,130,130,TACO/valor médio,pt-BR,true,curated-br,
BR0075,Mexerica Ponkan crua,Frutas e derivados,,38,0.8,9.6,0.1,0.9,,100,g,140,140,TACO/valor médio,pt-BR,true,curated-br,
BR0076,Melancia crua,Frutas e derivados,,33,0.9,8.1,0,0.1,,100,g,,200,TACO/valor médio,pt-BR,true,curated-br,
BR0077,Melão cru,Frutas e derivados,,29,0.7,7.5,0,0.3,,100,g,,150,TACO/valor médio,pt-BR,true,curated-br,
BR0078,Manga Palmer crua,Frutas e derivados,,72,0.4,19.4,0.2,1.6,,100,g,300,150,TACO/valor médio,pt-BR,true,curated-br,
BR0079,Uva Itália crua,Frutas e derivados,,53,0.7,13.6,0.2,0.9,,100,g,5,100,TACO/valor médio,pt-BR,true,curated-br,
BR0080,Morango cru,Frutas e derivados,,30.1,0.9,6.8,0.3,1.7,,100,g,15,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0081,Goiaba vermelha crua,Frutas e derivados,,54,1.1,13,0.4,6.2,,100,g,170,170,TACO/valor médio,pt-BR,true,curated-br,
BR0082,Pera Williams crua,Frutas e derivados,,53.3,0.6,14,0.1,3,,100,g,140,140,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0083,Pêssego cru,Frutas e derivados,,36.3,0.8,9.3,0,1.4,,100,g,100,100,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0084,Maracujá polpa crua,Frutas e derivados,,68,2,12.3,2.1,1.1,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0085,Acerola crua,Frutas e derivados,,33,0.9,8,0.2,1.5,,100,g,8,100,TACO/valor médio,pt-BR,true,curated-br,
BR0086,Coco cru,Frutas e derivados,,406,3.7,10.4,42,5.4,,100,g,,50,TACO/valor médio,pt-BR,true,curated-br,
BR0087,Açaí polpa sem açúcar,Frutas e derivados,,58,0.8,6.2,3.9,2.6,,100,g,,100,Valor médio; conferir fabricante,pt-BR,true,curated-br,
BR0088,Alface lisa crua,Verduras e legumes,,13.8,1.7,2.4,0.1,2.3,,100,g,,50,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0089,Tomate para salada cru,Verduras e legumes,,20.5,0.8,5.1,0,2.3,,100,g,120,120,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0090,Cenoura crua,Verduras e legumes,,34,1.3,7.7,0.2,3.2,,100,g,80,80,TACO/valor médio,pt-BR,true,curated-br,
BR0091,Cenoura cozida,Verduras e legumes,,30,0.8,6.7,0.2,2.6,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0092,Beterraba crua,Verduras e legumes,,49,1.9,11.1,0.1,3.4,,100,g,100,100,TACO/valor médio,pt-BR,true,curated-br,
BR0093,Beterraba cozida,Verduras e legumes,,32,1.3,7.2,0.1,1.9,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0094,Brócolis cozido,Verduras e legumes,,25,2.1,4.4,0.5,3.4,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0095,Couve-flor cozida,Verduras e legumes,,19,1.2,3.9,0.3,2.1,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0096,Repolho branco cru,Verduras e legumes,,17,0.9,3.9,0.1,1.9,,100,g,,50,TACO/valor médio,pt-BR,true,curated-br,
BR0097,Couve-manteiga crua,Verduras e legumes,,27,2.9,4.3,0.5,3.1,,100,g,,50,TACO/valor médio,pt-BR,true,curated-br,
BR0098,Pepino cru,Verduras e legumes,,10,0.9,2,0.1,1.1,,100,g,200,100,TACO/valor médio,pt-BR,true,curated-br,
BR0099,Abobrinha italiana cozida,Verduras e legumes,,15,1.1,3,0.2,1.6,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0100,Berinjela cozida,Verduras e legumes,,19,0.7,4.5,0.1,2.5,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0101,Chuchu cozido,Verduras e legumes,,19,0.4,4.8,0,1,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0102,Abóbora cabotiá cozida,Verduras e legumes,,48,1.4,10.8,0.7,2.6,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0103,Abóbora moranga cozida,Verduras e legumes,,12,0.6,2.7,0.1,1.7,,100,g,,100,TACO/valor médio,pt-BR,true,curated-br,
BR0104,Cebola crua,Verduras e legumes,,39,1.7,8.9,0.1,2.2,,100,g,100,50,TACO/valor médio,pt-BR,true,curated-br,
BR0105,Alho cru,Verduras e legumes,,113.1,7,23.9,0.2,4.3,,100,g,3,5,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0106,Pimentão verde cru,Verduras e legumes,,21,1.1,4.9,0.2,2.6,,100,g,120,100,TACO/valor médio,pt-BR,true,curated-br,
BR0107,Pimentão vermelho cru,Verduras e legumes,,23,1,5.5,0.1,1.6,,100,g,120,100,Valor médio,pt-BR,true,curated-br,
BR0108,Quiabo cozido,Verduras e legumes,,26,1.9,4.9,0.3,2.5,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0109,Vagem cozida,Verduras e legumes,,29,1.8,6,0.2,2.7,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0110,Espinafre cozido,Verduras e legumes,,23,2.9,3.8,0.3,2.4,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0111,Cogumelo champignon cozido,Verduras e legumes,,28,3.6,4.3,0.5,1,,100,g,,100,Valor médio,pt-BR,true,curated-br,
BR0112,Palmito em conserva drenado,Verduras e legumes,,29,2.5,4.6,0.6,3.2,,100,g,,100,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0113,Azeite de oliva extra virgem,Óleos e gorduras,,884,0,0,100,0,,100,g,,13,Valor médio,pt-BR,true,curated-br,
BR0114,Óleo de soja,Óleos e gorduras,,884,0,0,100,0,,100,g,,13,Valor médio,pt-BR,true,curated-br,
BR0115,Açúcar refinado,Açúcares e doces,,387,0,99.9,0,0,,100,g,5,10,Valor médio,pt-BR,true,curated-br,
BR0116,Mel de abelha,Açúcares e doces,,309,0.3,84,0,0.2,,100,g,,20,Valor médio,pt-BR,true,curated-br,
BR0117,Café coado sem açúcar,Bebidas,,2,0.1,0,0,0,,100,ml,,100,Valor médio,pt-BR,true,curated-br,
BR0118,Suco de laranja natural,Bebidas,,37,0.7,8.8,0.2,0.2,,100,ml,,200,Valor médio,pt-BR,true,curated-br,
BR0119,Água de coco,Bebidas,,22,0,5.3,0,0,,100,ml,,200,Valor médio,pt-BR,true,curated-br,
BR0120,Refrigerante tipo cola,Bebidas,,33.5,0,8.7,0,0,,100,ml,,350,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0121,Refrigerante tipo guaraná,Bebidas,,38.7,0,10,0,0,,100,ml,,350,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,curated-br,
BR0122,Maionese tradicional,Molhos e condimentos,,302,0.6,7.9,30.5,0,,100,g,,15,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0123,Ketchup,Molhos e condimentos,,101,1.8,25.8,0.1,0.3,,100,g,,15,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0124,Chocolate ao leite,Açúcares e doces,,540,7.2,59,30.7,3.4,,100,g,25,25,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0125,Chocolate amargo 70%,Açúcares e doces,,598,7.8,46,43,11,,100,g,10,25,Valor médio; conferir rótulo,pt-BR,true,curated-br,
BR0126,Sorvete de creme,Açúcares e doces,,201,3.5,23.6,10.9,0.7,,100,g,,60,Valor médio; conferir rótulo,pt-BR,true,curated-br,
TACO0002,"Arroz, integral, cru",Cereais e derivados,,360,7.3,77.5,1.9,4.8,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,2
TACO0004,"Arroz, tipo 1, cru",Cereais e derivados,,358,7.2,78.8,0.3,1.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,4
TACO0005,"Arroz, tipo 2, cozido",Cereais e derivados,,130,2.6,28.2,0.4,1.1,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,5
TACO0006,"Arroz, tipo 2, cru",Cereais e derivados,,358,7.2,78.9,0.3,1.7,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,6
TACO0009,"Biscoito, doce, recheado com chocolate",Cereais e derivados,,472,6.4,70.5,19.6,3,239,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,9
TACO0010,"Biscoito, doce, recheado com morango",Cereais e derivados,,471,5.7,71,19.6,1.5,230,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,10
TACO0011,"Biscoito, doce, wafer, recheado de chocolate",Cereais e derivados,,502,5.6,67.5,24.7,1.8,137,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,11
TACO0012,"Biscoito, doce, wafer, recheado de morango",Cereais e derivados,,513,4.5,67.4,26.4,0.8,120,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,12
TACO0014,"Bolo, mistura para",Cereais e derivados,,419,6.2,84.7,6.1,1.7,463,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,14
TACO0015,"Bolo, pronto, aipim",Cereais e derivados,,324,4.4,47.9,12.7,0.7,111,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,15
TACO0017,"Bolo, pronto, coco",Cereais e derivados,,333,5.7,52.3,11.3,1.1,190,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,17
TACO0018,"Bolo, pronto, milho",Cereais e derivados,,311,4.8,45.1,12.4,0.7,134,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,18
TACO0019,"Canjica, branca, crua",Cereais e derivados,,358,7.2,78.1,1,5.5,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,19
TACO0020,"Canjica, com leite integral",Cereais e derivados,,112,2.4,23.6,1.2,1.2,28,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,20
TACO0021,"Cereais, milho, flocos, com sal",Cereais e derivados,,370,7.3,80.8,1.6,5.3,272,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,21
TACO0022,"Cereais, milho, flocos, sem sal",Cereais e derivados,,363,6.9,80.4,1.2,1.8,31,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,22
TACO0023,"Cereais, mingau, milho, infantil",Cereais e derivados,,394,6.4,87.3,1.1,3.2,399,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,23
TACO0024,"Cereais, mistura para vitamina, trigo, cevada e aveia",Cereais e derivados,,381,8.9,81.6,2.1,5,1163,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,24
TACO0025,"Cereal matinal, milho",Cereais e derivados,,365,7.2,83.8,1,4.1,655,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,25
TACO0026,"Cereal matinal, milho, açúcar",Cereais e derivados,,377,4.7,88.8,0.7,2.1,405,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,26
TACO0027,"Creme de arroz, pó",Cereais e derivados,,386,7,83.9,1.2,1.1,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,27
TACO0028,"Creme de milho, pó",Cereais e derivados,,333,4.8,86.1,1.6,3.7,594,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,28
TACO0029,"Curau, milho verde",Cereais e derivados,,78,2.4,13.9,1.6,0.5,21,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,29
TACO0030,"Curau, milho verde, mistura para",Cereais e derivados,,402,2.2,79.8,13.4,2.5,223,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,30
TACO0031,"Farinha, de arroz, enriquecida",Cereais e derivados,,363,1.3,85.5,0.3,0.6,17,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,31
TACO0032,"Farinha, de centeio, integral",Cereais e derivados,,336,12.5,73.3,1.8,15.5,41,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,32
TACO0033,"Farinha, de milho, amarela",Cereais e derivados,,351,7.2,79.1,1.5,5.5,45,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,33
TACO0034,"Farinha, de rosca",Cereais e derivados,,371,11.4,75.8,1.5,4.8,333,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,34
TACO0035,"Farinha, de trigo",Cereais e derivados,,360,9.8,75.1,1.4,2.3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,35
TACO0036,"Farinha, láctea, de cereais",Cereais e derivados,,415,11.9,77.8,5.8,1.9,125,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,36
TACO0037,"Lasanha, massa fresca, cozida",Cereais e derivados,,164,5.8,32.5,1.2,1.6,207,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,37
TACO0038,"Lasanha, massa fresca, crua",Cereais e derivados,,220,7,45.1,1.3,1.6,667,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,38
TACO0039,"Macarrão, instantâneo",Cereais e derivados,,436,8.8,62.4,17.2,5.6,1516,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,39
TACO0040,"Macarrão, trigo, cru",Cereais e derivados,,371,10,77.9,1.3,2.9,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,40
TACO0041,"Macarrão, trigo, cru, com ovos",Cereais e derivados,,371,10.3,76.6,2,2.3,15,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,41
TACO0042,"Milho, amido, cru",Cereais e derivados,,361,0.6,87.1,0.00001,0.7,8,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,42
TACO0043,"Milho, fubá, cru",Cereais e derivados,,353,7.2,78.9,1.9,4.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,43
TACO0044,"Milho, verde, cru",Cereais e derivados,,138,6.6,28.6,0.6,3.9,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,44
TACO0045,"Milho, verde, enlatado, drenado",Cereais e derivados,,98,3.2,17.1,2.4,4.6,260,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,45
TACO0046,"Mingau tradicional, pó",Cereais e derivados,,373,0.6,89.3,0.4,0.9,15,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,46
TACO0047,"Pamonha, barra para cozimento, pré-cozida",Cereais e derivados,,171,2.6,30.7,4.8,2.4,132,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,47
TACO0048,"Pão, aveia, forma",Cereais e derivados,,343,12.4,59.6,5.7,6,606,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,48
TACO0049,"Pão, de soja",Cereais e derivados,,309,11.3,56.5,3.6,5.7,663,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,49
TACO0050,"Pão, glúten, forma",Cereais e derivados,,253,12,44.1,2.7,2.5,22,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,50
TACO0051,"Pão, milho, forma",Cereais e derivados,,292,8.3,56.4,3.1,4.3,507,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,51
TACO0054,"Pão, trigo, sovado",Cereais e derivados,,311,8.4,61.5,2.8,2.4,431,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,54
TACO0055,"Pastel, de carne, cru",Cereais e derivados,,289,10.7,42,8.8,1,1309,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,55
TACO0056,"Pastel, de carne, frito",Cereais e derivados,,388,10.1,43.8,20.1,1,1040,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,56
TACO0057,"Pastel, de queijo, cru",Cereais e derivados,,308,9.9,45.9,9.6,1.1,985,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,57
