externalId,name,category,brand,calories,protein,carbs,fat,fiber,sodium,baseQuantity,baseUnit,unitWeightG,portionWeightG,source,language,isActive,catalogOrigin,sourceFoodNumber
TACO0417,"Hambúrguer, bovino, grelhado",Carnes e Derivados,,210,13.2,11.3,12.4,0,1090,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,417
TACO0418,"Lingüiça, frango, crua",Carnes e Derivados,,218,14.2,0,17.4,0,1126,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,418
TACO0419,"Lingüiça, frango, frita",Carnes e Derivados,,245,18.3,0,18.5,0,1374,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,419
TACO0420,"Lingüiça, frango, grelhada",Carnes e Derivados,,244,18.2,0,18.4,0,1351,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,420
TACO0421,"Lingüiça, porco, crua",Carnes e Derivados,,227,16.1,0,17.6,0,1176,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,421
TACO0422,"Lingüiça, porco, frita",Carnes e Derivados,,280,20.5,0,21.3,0,1432,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,422
TACO0423,"Lingüiça, porco, grelhada",Carnes e Derivados,,296,23.2,0,21.9,0,1456,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,423
TACO0424,Mortadela,Carnes e Derivados,,269,12,5.8,21.6,0,1212,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,424
TACO0425,"Peru, congelado, assado",Carnes e Derivados,,163,26.2,0,5.7,0,628,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,425
TACO0426,"Peru, congelado, cru",Carnes e Derivados,,94,18.1,0,1.8,0,711,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,426
TACO0427,"Porco, bisteca, crua",Carnes e Derivados,,164,21.5,0,8,0,54,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,427
TACO0428,"Porco, bisteca, frita",Carnes e Derivados,,311,33.7,0,18.5,0,63,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,428
TACO0430,"Porco, costela, assada",Carnes e Derivados,,402,30.2,0,30.3,0,63,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,430
TACO0431,"Porco, costela, crua",Carnes e Derivados,,256,18,0,19.8,0,88,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,431
TACO0433,"Porco, lombo, cru",Carnes e Derivados,,176,22.6,0,8.8,0,53,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,433
TACO0434,"Porco, orelha, salgada, crua",Carnes e Derivados,,258,18.5,0,19.9,0,616,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,434
TACO0435,"Porco, pernil, assado",Carnes e Derivados,,262,32.1,0,13.9,0,62,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,435
TACO0436,"Porco, pernil, cru",Carnes e Derivados,,186,20.1,0,11.1,0,102,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,436
TACO0437,"Porco, rabo, salgado, cru",Carnes e Derivados,,377,15.6,0,34.5,0,1158,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,437
TACO0438,"Presunto, com capa de gordura",Carnes e Derivados,,128,14.4,1.4,6.8,0,1021,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,438
TACO0439,"Presunto, sem capa de gordura",Carnes e Derivados,,94,14.3,2.1,2.7,0,1039,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,439
TACO0440,"Quibe, assado",Carnes e Derivados,,136,14.6,12.9,2.7,1.9,40,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,440
TACO0441,"Quibe, cru",Carnes e Derivados,,109,12.4,10.8,1.7,1.6,39,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,441
TACO0442,"Quibe, frito",Carnes e Derivados,,254,14.9,12.3,15.8,0,836,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,442
TACO0443,Salame,Carnes e Derivados,,398,25.8,2.9,30.6,0,1574,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,443
TACO0444,"Toucinho, cru",Carnes e Derivados,,593,11.5,0,60.3,0,50,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,444
TACO0445,"Toucinho, frito",Carnes e Derivados,,697,27.3,0,64.3,0,125,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,445
TACO0446,"Bebida láctea, pêssego",Leite e Derivados,,55,2.1,7.6,1.9,0.3,46,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,446
TACO0447,Creme de Leite,Leite e Derivados,,221,1.5,4.5,22.5,0,52,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,447
TACO0448,"Iogurte, natural",Leite e Derivados,,51,4.1,1.9,3,0,52,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,448
TACO0449,"Iogurte, natural, desnatado",Leite e Derivados,,41,3.8,5.8,0.3,0,60,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,449
TACO0451,"Iogurte, sabor morango",Leite e Derivados,,70,2.7,9.7,2.3,0.2,38,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,451
TACO0452,"Iogurte, sabor pêssego",Leite e Derivados,,68,2.5,9.4,2.3,0.7,37,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,452
TACO0453,"Leite, condensado",Leite e Derivados,,313,7.7,57,6.7,0,94,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,453
TACO0454,"Leite, de cabra",Leite e Derivados,,66,3.1,5.2,3.8,0,74,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,454
TACO0455,"Leite, de vaca, achocolatado",Leite e Derivados,,83,2.1,14.2,2.2,0.6,72,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,455
TACO0456,"Leite, de vaca, desnatado, pó",Leite e Derivados,,362,34.7,53,0.9,0,432,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,456
TACO0459,"Leite, de vaca, integral, pó",Leite e Derivados,,497,25.4,39.2,26.9,0,323,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,459
TACO0460,"Leite, fermentado",Leite e Derivados,,70,1.9,15.7,0.1,0,33,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,460
TACO0462,"Queijo, minas, meia cura",Leite e Derivados,,321,21.2,3.6,24.6,0,501,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,462
TACO0464,"Queijo, parmesão",Leite e Derivados,,453,35.6,1.7,33.5,0,1844,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,464
TACO0465,"Queijo, pasteurizado",Leite e Derivados,,303,9.4,5.7,27.4,0,780,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,465
TACO0466,"Queijo, petit suisse, morango",Leite e Derivados,,121,5.8,18.5,2.8,0,412,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,466
TACO0470,"Bebida isotônica, sabores variados",Bebidas (alcoólicas e não alcoólicas),,26,0,6.4,0,0,44,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,470
TACO0471,"Café, infusão 10%",Bebidas (alcoólicas e não alcoólicas),,9,0.7,1.5,0.1,0,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,471
TACO0473,"Cana, caldo de",Bebidas (alcoólicas e não alcoólicas),,65,0.00001,18.2,0.00001,0.1,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,473
TACO0475,"Chá, erva-doce, infusão 5%",Bebidas (alcoólicas e não alcoólicas),,1,0,0.4,0,0,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,475
TACO0476,"Chá, mate, infusão 5%",Bebidas (alcoólicas e não alcoólicas),,3,0,0.6,0.1,0,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,476
TACO0477,"Chá, preto, infusão 5%",Bebidas (alcoólicas e não alcoólicas),,2,0,0.6,0,0,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,477
TACO0479,"Refrigerante, tipo água tônica",Bebidas (alcoólicas e não alcoólicas),,31,0,8,0,0,8,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,479
TACO0482,"Refrigerante, tipo laranja",Bebidas (alcoólicas e não alcoólicas),,46,0,11.8,0,0,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,482
TACO0483,"Refrigerante, tipo limão",Bebidas (alcoólicas e não alcoólicas),,40,0,10.3,0,0,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,483
TACO0485,"Ovo, de codorna, inteiro, cru",Ovos e Derivados,,177,13.7,0.8,12.7,0,129,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,485
TACO0487,"Ovo, de galinha, gema, cozida/10minutos",Ovos e Derivados,,353,15.9,1.6,30.8,0,45,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,487
TACO0489,"Ovo, de galinha, inteiro, cru",Ovos e Derivados,,143,13,1.6,8.9,0,168,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,489
TACO0491,"Achocolatado, pó",Produtos Açucarados,,401,4.2,91.2,2.2,3.9,65,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,491
TACO0492,"Açúcar, cristal",Produtos Açucarados,,387,0.3,99.6,0.00001,0,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,492
TACO0493,"Açúcar, mascavo",Produtos Açucarados,,369,0.8,94.5,0.1,0,25,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,493
TACO0496,"Chocolate, ao leite, com castanha do Pará",Produtos Açucarados,,559,7.4,55.4,34.2,2.5,64,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,496
TACO0497,"Chocolate, ao leite, dietético",Produtos Açucarados,,557,6.9,56.3,33.8,2.8,85,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,497
TACO0498,"Chocolate, meio amargo",Produtos Açucarados,,475,4.9,62.4,29.9,4.9,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,498
TACO0499,Cocada branca,Produtos Açucarados,,449,1.1,81.4,13.6,3.6,29,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,499
TACO0500,"Doce, de abóbora, cremoso",Produtos Açucarados,,199,0.9,54.6,0.2,2.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,500
TACO0501,"Doce, de leite, cremoso",Produtos Açucarados,,306,5.5,59.5,6,0,120,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,501
TACO0502,"Geléia, mocotó, natural",Produtos Açucarados,,106,2.1,24.2,0.1,0,43,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,502
TACO0503,Glicose de milho,Produtos Açucarados,,292,0,79.4,0,0,59,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,503
TACO0504,Maria mole,Produtos Açucarados,,301,3.8,73.6,0.2,0.7,15,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,504
TACO0505,"Maria mole, coco queimado",Produtos Açucarados,,307,3.9,75.1,0.1,0.6,14,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,505
TACO0506,Marmelada,Produtos Açucarados,,257,0.4,70.8,0.1,4.1,11,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,506
TACO0508,Melado,Produtos Açucarados,,297,0,76.6,0,0,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,508
TACO0509,Quindim,Produtos Açucarados,,411,4.7,46.3,24.4,3.2,27,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,509
TACO0510,Rapadura,Produtos Açucarados,,352,1,90.8,0.1,0,22,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,510
TACO0511,"Café, pó, torrado",Miscelâneas,,419,14.7,65.8,11.9,51.2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,511
TACO0512,"Capuccino, pó",Miscelâneas,,417,11.3,73.6,8.6,2.4,382,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,512
TACO0513,"Fermento em pó, químico",Miscelâneas,,90,0.5,43.9,0.1,0,10052,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,513
TACO0514,"Fermento, biológico, levedura, tablete",Miscelâneas,,90,17,7.7,1.5,4.2,40,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,514
TACO0515,"Gelatina, sabores variados, pó",Miscelâneas,,380,8.9,89.2,0.00001,0,235,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,515
TACO0518,Shoyu,Miscelâneas,,61,3.3,11.6,0.3,0,5024,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,518
TACO0519,Tempero a base de sal,Miscelâneas,,21,2.7,2.1,0.3,0.6,32560,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,519
TACO0520,"Azeitona, preta, conserva",Outros Alimentos Industrializados,,194,1.2,5.5,20.3,4.6,1567,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,520
TACO0521,"Azeitona, verde, conserva",Outros Alimentos Industrializados,,137,0.9,4.1,14.2,3.8,1347,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,521
TACO0522,"Chantilly, spray, com gordura vegetal",Outros Alimentos Industrializados,,315,0.5,16.9,27.3,0,110,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,522
TACO0523,"Leite, de coco",Outros Alimentos Industrializados,,166,1,2.2,18.4,0.7,44,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,523
TACO0525,Acarajé,Alimentos Preparados,,289,8.3,19.1,19.9,9.4,305,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,525
TACO0526,Arroz carreteiro,Alimentos Preparados,,154,10.8,11.6,7.1,1.5,1622,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,526
TACO0527,"Baião de dois, arroz e feijão-de-corda",Alimentos Preparados,,136,6.2,20.4,3.2,5.1,93,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,527
TACO0528,Barreado,Alimentos Preparados,,165,18.3,0.2,9.5,0.1,48,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,528
TACO0529,"Bife à cavalo, com contra filé",Alimentos Preparados,,291,23.7,0,21.1,0,83,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,529
TACO0530,Bolinho de arroz,Alimentos Preparados,,274,8,41.7,8.3,2.7,59,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,530
TACO0531,Camarão à baiana,Alimentos Preparados,,101,7.9,3.2,6,0.4,85,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,531
TACO0532,"Charuto, de repolho",Alimentos Preparados,,78,6.8,10.1,1.1,1.5,12,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,532
TACO0533,"Cuscuz, de milho, cozido com sal",Alimentos Preparados,,113,2.2,25.3,0.7,2.1,248,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,533
TACO0534,"Cuscuz, paulista",Alimentos Preparados,,142,2.6,22.5,4.6,2.4,236,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,534
TACO0535,"Cuxá, molho",Alimentos Preparados,,80,5.6,5.7,3.6,3,1344,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,535
TACO0536,Dobradinha,Alimentos Preparados,,125,19.8,0,4.4,0,29,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,536
TACO0537,Estrogonofe de carne,Alimentos Preparados,,173,15,3,10.8,0,123,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,537
TACO0538,Estrogonofe de frango,Alimentos Preparados,,157,17.6,2.6,8,0,99,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,538
TACO0539,Feijão tropeiro mineiro,Alimentos Preparados,,152,10.2,19.6,6.8,3.6,365,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,539
TACO0541,"Frango, com açafrão",Alimentos Preparados,,113,9.7,4.1,6.2,0.2,29,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,541
TACO0542,"Macarrão, molho bolognesa",Alimentos Preparados,,120,4.9,22.5,0.9,0.8,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,542
TACO0543,Maniçoba,Alimentos Preparados,,134,10,3.4,8.7,2.2,407,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,543
TACO0544,Quibebe,Alimentos Preparados,,86,8.6,6.6,2.7,1.7,247,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,544
TACO0545,"Salada, de legumes, com maionese",Alimentos Preparados,,96,1.1,8.9,7,2.2,228,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,545
TACO0546,"Salada, de legumes, cozida no vapor",Alimentos Preparados,,35,2,7.1,0.3,2.5,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,546
TACO0547,"Salpicão, de frango",Alimentos Preparados,,148,13.9,4.6,7.8,0.4,248,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,547
TACO0548,Sarapatel,Alimentos Preparados,,123,18.5,1.1,4.4,0,216,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,548
TACO0549,Tabule,Alimentos Preparados,,57,2,10.6,1.2,2.1,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,549
TACO0550,Tacacá,Alimentos Preparados,,47,7,3.4,0.4,0.2,1349,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,550
TACO0551,"Tapioca, com manteiga",Alimentos Preparados,,348,0.1,63.6,10.9,0.00001,158,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,551
TACO0552,"Tucupi, com pimenta-de-cheiro",Alimentos Preparados,,27,2.1,4.7,0.3,0.2,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,552
TACO0553,Vaca atolada,Alimentos Preparados,,145,5.1,10.1,9.3,2.3,26,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,553
TACO0554,Vatapá,Alimentos Preparados,,255,6,9.7,23.2,1.7,880,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,554
TACO0555,Virado à paulista,Alimentos Preparados,,307,10.2,14.1,25.6,2.2,346,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,555
TACO0556,Yakisoba,Alimentos Preparados,,113,7.5,18.3,2.6,1.1,794,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,556
TACO0557,"Amendoim, grão, cru",Leguminosas e Derivados,,544,27.2,20.3,43.9,8,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,557
TACO0558,"Amendoim, torrado, salgado",Leguminosas e Derivados,,606,22.5,18.7,54,7.8,376,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,558
TACO0559,"Ervilha, em vagem",Leguminosas e Derivados,,88,7.5,14.2,0.5,9.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,559
TACO0562,"Feijão, carioca, cru",Leguminosas e Derivados,,329,20,61.2,1.3,18.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,562
TACO0564,"Feijão, fradinho, cru",Leguminosas e Derivados,,339,20.2,61.2,2.4,23.6,10,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,564
TACO0565,"Feijão, jalo, cozido",Leguminosas e Derivados,,93,6.1,16.5,0.5,13.9,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,565
TACO0566,"Feijão, jalo, cru",Leguminosas e Derivados,,328,20.1,61.5,0.9,30.3,25,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,566
TACO0568,"Feijão, preto, cru",Leguminosas e Derivados,,324,21.3,58.8,1.2,21.8,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,568
TACO0569,"Feijão, rajado, cozido",Leguminosas e Derivados,,85,5.5,15.3,0.4,9.3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,569
TACO0570,"Feijão, rajado, cru",Leguminosas e Derivados,,326,17.3,62.9,1.2,24,14,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,570
TACO0571,"Feijão, rosinha, cozido",Leguminosas e Derivados,,68,4.5,11.8,0.5,4.8,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,571
TACO0572,"Feijão, rosinha, cru",Leguminosas e Derivados,,337,20.9,62.2,1.3,20.6,24,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,572
TACO0573,"Feijão, roxo, cozido",Leguminosas e Derivados,,77,5.7,12.9,0.5,11.5,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,573
TACO0574,"Feijão, roxo, cru",Leguminosas e Derivados,,331,22.2,60,1.2,33.8,10,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,574
TACO0575,"Grão-de-bico, cru",Leguminosas e Derivados,,355,21.2,57.9,5.4,12.4,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,575
TACO0576,"Guandu, cru",Leguminosas e Derivados,,344,19,64,2.1,21.3,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,576
TACO0578,"Lentilha, crua",Leguminosas e Derivados,,339,23.2,62,0.8,16.9,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,578
TACO0579,"Paçoca, amendoim",Leguminosas e Derivados,,487,16,52.4,26.1,7.3,167,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,579
TACO0580,"Pé-de-moleque, amendoim",Leguminosas e Derivados,,503,13.2,54.7,28,3.4,16,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,580
TACO0581,"Soja, farinha",Leguminosas e Derivados,,404,36,38.4,14.6,20.2,6,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,581
TACO0582,"Soja, extrato solúvel, natural, fluido",Leguminosas e Derivados,,39,2.4,4.3,1.6,0.4,57,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,582
TACO0583,"Soja, extrato solúvel, pó",Leguminosas e Derivados,,459,35.7,28.5,26.2,7.3,83,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,583
TACO0584,"Soja, queijo (tofu)",Leguminosas e Derivados,,64,6.6,2.1,4,0.8,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,584
TACO0585,"Tremoço, cru",Leguminosas e Derivados,,381,33.6,43.8,10.3,32.3,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,585
TACO0586,"Tremoço, em conserva",Leguminosas e Derivados,,121,11.1,12.4,3.8,14.4,1809,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,586
TACO0587,"Amêndoa, torrada, salgada",Nozes e Sementes,,581,18.6,29.5,47.3,11.6,279,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,587
TACO0588,"Castanha-de-caju, torrada, salgada",Nozes e Sementes,,570,18.5,29.1,46.3,3.7,125,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,588
TACO0589,"Castanha-do-Brasil, crua",Nozes e Sementes,,643,14.5,15.1,63.5,7.9,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,589
TACO0592,"Farinha, de mesocarpo de babaçu, crua",Nozes e Sementes,,329,1.4,79.2,0.2,17.9,12,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,592
TACO0593,"Gergelim, semente",Nozes e Sementes,,584,21.2,21.6,50.4,11.9,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,593
TACO0594,"Linhaça, semente",Nozes e Sementes,,495,14.1,43.3,32.3,33.5,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,594
TACO0595,"Pinhão, cozido",Nozes e Sementes,,174,3,43.9,0.7,15.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,595
TACO0596,"Pupunha, cozida",Nozes e Sementes,,219,2.5,29.6,12.8,4.3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,596
TACO0597,"Noz, crua",Nozes e Sementes,,620,14,18.4,59.4,7.2,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,597
